1666324026 25
1666776474 3083
1666867494 3418
1666946682 3612
1667209080 3626
1667210306 3633
1667210733 3697
1667465533 3772
1668309902 3772
1668414587 3772
1668586313 3780
1668586935 3781
1668593738 3781
1668595118 3781
1668676929 4766
1669200318 6407
1669778143 7365
1669948658 7851
1670488904 8342
1671008401 8342
1671008598 8359
1671071495 8476
1671071720 8477
1671090254 8500
1671788401 8776
1672042547 8802
1672220170 9869
1672222657 9877
1672293875 9883
1672712439 9890
1672743120 9970
1672910806 10357
1673000466 10357
1673349275 10453
1674890935 10505
1674895686 11226
1675319222 11229
1675320359 11229
1676602211 11781
1676612971 11782
1676631443 11782
1676948773 11787
1676961404 11788
1677204638 13572
1677219229 13696
1677464562 13699
1677482050 13783
1677552824 13779
1677641119 13781
1677665175 13798
1677722139 13804
1678161349 13837
1678244216 13848
1678247456 13860
1678346460 13876
1678347626 13877
1678761665 13883
1679025739 13958
1679384552 13962
1679464380 13976
1679466993 13986
1679887498 14187
1679888364 14187
1680057405 14240
1682335231 14221
1682405247 14221
1683716844 14261
1683717055 14261
1684749661 14620
1684910191 14622
1684992504 14623
1685583182 14733
1685956083 14736
1685959883 14748
1686533362 14727
1686550604 14758
1686907398 14754
1686907423 14754
1686908841 14784
1687338899 14812
1687917392 14812
1688449411 14998
1688953843 15702
1689054113 15716
1689847138 15716
1689924433 15714
1689932157 15714
1690296734 15790
1690296817 16042
1690449531 16051
1690464200 16051
1691487849 16134
1691578274 16126
1691752435 16126
1692163943 16171
1692257091 16178
1692337830 16180
1692583644 16333
1692609449 16422
1692868566 16427
1692927128 16374
1693272678 16373
1693290261 16375
1693295156 16375
1693382838 16289
1693476027 16352
1693477342 16352
1693545200 16354
1693574325 16420
1693805739 16420
1693817862 16422
1693963672 16515
1693978611 16515
1693984896 16513
1694144085 16587
1694156252 16559
1694156795 16588
1694161081 16593
1694671386 16603
1694671401 16732
1694696564 16743
1694773689 16763
1695360806 16785
1697621748 16743
1698116258 16726
1699438729 16962
1699583115 16962
1699846923 17028
1699847309 17082
1699857854 17082
1699932958 17088
